drugbank_id	name	cas	group
DB00633	Dexmedetomidine	113775-47-6	approved,vet_approved,
DB00634	Sulfacetamide	144-80-9	approved,
DB00635	Prednisone	53-03-2	approved,vet_approved,
DB00636	Clofibrate	637-07-0	approved,investigational,
DB00637	Astemizole	68844-77-9	approved,withdrawn,
DB00638	Inulin	9005-80-5	approved,investigational,nutraceutical,
DB00639	Butoconazole	64872-76-0	approved,
DB00640	Adenosine	58-61-7	approved,investigational,
DB00641	Simvastatin	79902-63-9	approved,
DB00642	Pemetrexed	137281-23-3	approved,investigational,
DB00643	Mebendazole	31431-39-7	approved,vet_approved,
DB00644	Gonadorelin	33515-09-2	approved,investigational,vet_approved,
DB00645	Dyclonine	586-60-7	approved,
DB00646	Nystatin	1400-61-9	approved,vet_approved,
DB00647	Dextropropoxyphene	469-62-5	approved,illicit,investigational,withdrawn,
DB00648	Mitotane	53-19-0	approved,
DB00649	Stavudine	3056-17-5	approved,investigational,
DB00650	Leucovorin	58-05-9	approved,
DB00651	Dyphylline	479-18-5	approved,
DB00652	Pentazocine	359-83-1	approved,vet_approved,
DB00653	Magnesium sulfate	7487-88-9	approved,investigational,vet_approved,
DB00654	Latanoprost	130209-82-4	approved,investigational,
DB00655	Estrone	53-16-7	approved,
DB00656	Trazodone	19794-93-5	approved,investigational,
DB00657	Mecamylamine	60-40-2	approved,investigational,
DB00658	Sevelamer	52757-95-6	approved,
DB00659	Acamprosate	77337-76-9	approved,investigational,
DB00660	Metaxalone	1665-48-1	approved,
DB00661	Verapamil	52-53-9	approved,
DB00662	Trimethobenzamide	138-56-7	approved,investigational,
DB00663	Flumethasone	2135-17-3	approved,vet_approved,
DB00664	Sulfametopyrazine	152-47-6	approved,withdrawn,
DB00665	Nilutamide	63612-50-0	approved,investigational,
DB00666	Nafarelin	76932-56-4	approved,
DB00668	Epinephrine	51-43-4	approved,vet_approved,
DB00669	Sumatriptan	103628-46-2	approved,investigational,
DB00670	Pirenzepine	28797-61-7	approved,
DB00671	Cefixime	79350-37-1	approved,investigational,
DB00672	Chlorpropamide	94-20-2	approved,investigational,
DB00673	Aprepitant	170729-80-3	approved,investigational,
DB00674	Galantamine	357-70-0	approved,
DB00675	Tamoxifen	10540-29-1	approved,
DB00676	Benzyl Benzoate	120-51-4	approved,
DB00677	Isoflurophate	55-91-4	approved,investigational,withdrawn,
DB00678	Losartan	114798-26-4	approved,
DB00679	Thioridazine	50-52-2	approved,withdrawn,
DB00680	Moricizine	31883-05-3	approved,investigational,withdrawn,
DB00681	Amphotericin B	1397-89-3	approved,investigational,
DB00682	Warfarin	81-81-2	approved,
DB00683	Midazolam	59467-70-8	approved,illicit,
DB00684	Tobramycin	32986-56-4	approved,investigational,
DB00685	Trovafloxacin	147059-72-1	approved,investigational,withdrawn,
DB00686	Pentosan Polysulfate	37300-21-3	approved,
DB00687	Fludrocortisone	127-31-1	approved,investigational,
DB00688	Mycophenolate mofetil	128794-94-5	approved,investigational,
DB00689	Cephaloglycin	3577-01-3	approved,
DB00690	Flurazepam	17617-23-1	approved,illicit,investigational,
DB00691	Moexipril	103775-10-6	approved,
DB00692	Phentolamine	50-60-2	approved,
DB00693	Fluorescein	2321-07-5	approved,
DB00694	Daunorubicin	20830-81-3	approved,
DB00695	Furosemide	54-31-9	approved,vet_approved,
DB00696	Ergotamine	113-15-5	approved,
DB00697	Tizanidine	51322-75-9	approved,investigational,
DB00698	Nitrofurantoin	67-20-9	approved,vet_approved,
DB00699	Nicergoline	27848-84-6	approved,investigational,
DB00700	Eplerenone	107724-20-9	approved,
DB00701	Amprenavir	161814-49-9	approved,investigational,
DB00702	Icodextrin	337376-15-5	approved,investigational,
DB00703	Methazolamide	554-57-4	approved,
DB00704	Naltrexone	16590-41-3	approved,investigational,vet_approved,
DB00705	Delavirdine	136817-59-9	approved,
DB00706	Tamsulosin	106133-20-4	approved,investigational,
DB00707	Porfimer sodium	87806-31-3	approved,investigational,
DB00708	Sufentanil	56030-54-7	approved,investigational,
DB00709	Lamivudine	134678-17-4	approved,investigational,
DB00710	Ibandronate	114084-78-5	approved,investigational,
DB00711	Diethylcarbamazine	90-89-1	approved,investigational,vet_approved,
DB00712	Flurbiprofen	5104-49-4	approved,investigational,
DB00713	Oxacillin	66-79-5	approved,investigational,
DB00714	Apomorphine	58-00-4	approved,investigational,
DB00715	Paroxetine	61869-08-7	approved,investigational,
DB00716	Nedocromil	69049-73-6	approved,investigational,
DB00717	Norethisterone	68-22-4	approved,
DB00718	Adefovir Dipivoxil	142340-99-6	approved,investigational,
DB00719	Azatadine	3964-81-6	approved,
DB00720	Clodronic Acid	10596-23-3	approved,investigational,vet_approved,
DB00721	Procaine	59-46-1	approved,investigational,vet_approved,
DB00722	Lisinopril	76547-98-3	approved,investigational,
DB00723	Methoxamine	390-28-3	approved,investigational,
DB00724	Imiquimod	99011-02-6	approved,investigational,
DB00725	Homatropine Methylbromide	80-49-9	approved,
DB00726	Trimipramine	739-71-9	approved,
DB00727	Nitroglycerin	55-63-0	approved,investigational,
DB00728	Rocuronium	143558-00-3	approved,
DB00729	Diphemanil Methylsulfate	62-97-5	approved,vet_approved,withdrawn,
DB00730	Thiabendazole	148-79-8	approved,vet_approved,
DB00731	Nateglinide	105816-04-4	approved,investigational,
DB00732	Atracurium besylate	64228-81-5	approved,
DB00733	Pralidoxime	6735-59-7	approved,vet_approved,
DB00734	Risperidone	106266-06-2	approved,investigational,
DB00735	Naftifine	65472-88-0	approved,
DB00736	Esomeprazole	119141-88-7	approved,investigational,
DB00737	Meclizine	569-65-3	approved,
DB00738	Pentamidine	100-33-4	approved,investigational,
DB00739	Hetacillin	3511-16-8	approved,vet_approved,withdrawn,
DB00740	Riluzole	1744-22-5	approved,investigational,
DB00741	Hydrocortisone	50-23-7	approved,vet_approved,
DB00742	Mannitol	69-65-8	approved,investigational,
DB00743	Gadobenic acid	113662-23-0	approved,investigational,
DB00744	Zileuton	111406-87-2	approved,investigational,withdrawn,
DB00745	Modafinil	68693-11-8	approved,investigational,
DB00746	Deferoxamine	70-51-9	approved,investigational,
DB00747	Scopolamine	51-34-3	approved,investigational,
DB00748	Carbinoxamine	486-16-8	approved,
DB00749	Etodolac	41340-25-4	approved,investigational,vet_approved,
DB00750	Prilocaine	721-50-6	approved,
DB00751	Epinastine	80012-43-7	approved,investigational,
DB00752	Tranylcypromine	155-09-9	approved,investigational,
DB00753	Isoflurane	26675-46-7	approved,vet_approved,
DB00754	Ethotoin	86-35-1	approved,
DB00755	Tretinoin	302-79-4	approved,investigational,nutraceutical,
DB00756	Hexachlorophene	70-30-4	approved,withdrawn,
DB00757	Dolasetron	115956-12-2	approved,investigational,
DB00758	Clopidogrel	113665-84-2	approved,
DB00759	Tetracycline	60-54-8	approved,vet_approved,
DB00760	Meropenem	119478-56-7	approved,investigational,
DB00761	Potassium Chloride	7447-40-7	approved,withdrawn,
DB00762	Irinotecan	97682-44-5	approved,investigational,
DB00763	Methimazole	60-56-0	approved,
DB00764	Mometasone	105102-22-5	approved,vet_approved,
DB00765	Metyrosine	672-87-7	approved,
DB00766	Clavulanate	58001-44-8	approved,vet_approved,
DB00767	Benzquinamide	63-12-7	withdrawn,
DB00768	Olopatadine	113806-05-6	approved,
DB00769	Hydrocortamate	76-47-1	approved,
DB00770	Alprostadil	745-65-3	approved,investigational,
DB00771	Clidinium	7020-55-5	approved,
DB00772	Malathion	121-75-5	approved,investigational,
DB00773	Etoposide	33419-42-0	approved,
DB00774	Hydroflumethiazide	135-09-1	approved,investigational,
DB00775	Tirofiban	144494-65-5	approved,
DB00776	Oxcarbazepine	28721-07-5	approved,
DB00777	Propiomazine	362-29-8	approved,
DB00778	Roxithromycin	80214-83-1	approved,investigational,withdrawn,
DB00779	Nalidixic Acid	389-08-2	approved,investigational,
DB00780	Phenelzine	51-71-8	approved,
DB00781	Polymyxin B Sulfate	1405-20-5	approved,vet_approved,
DB00782	Propantheline	298-50-0	approved,
DB00783	Estradiol	50-28-2	approved,investigational,vet_approved,
DB00784	Mefenamic acid	61-68-7	approved,
DB00785	Cryptenamine	1356-18-9	approved,
DB00786	Marimastat	154039-60-8	approved,investigational,
DB00787	Acyclovir	59277-89-3	approved,
DB00788	Naproxen	22204-53-1	approved,vet_approved,
DB00789	Gadopentetate dimeglumine	86050-77-3	approved,
DB00790	Perindopril	82834-16-0	approved,
DB00791	Uracil mustard	66-75-1	approved,
DB00792	Tripelennamine	91-81-6	approved,vet_approved,
DB00793	Haloprogin	777-11-7	approved,withdrawn,
DB00794	Primidone	125-33-7	approved,vet_approved,
DB00795	Sulfasalazine	599-79-1	approved,
DB00796	Candesartan cilexetil	145040-37-5	approved,
DB00797	Tolazoline	59-98-3	approved,vet_approved,
DB00798	Gentamicin	1403-66-3	approved,vet_approved,
DB00799	Tazarotene	118292-40-3	approved,investigational,
DB00800	Fenoldopam	67227-56-9	approved,
DB00801	Halazepam	23092-17-3	approved,illicit,withdrawn,
DB00802	Alfentanil	71195-58-9	approved,illicit,
DB00803	Colistin	1066-17-7	approved,
DB00804	Dicyclomine	77-19-0	approved,
DB00805	Minaprine	25905-77-5	approved,
DB00806	Pentoxifylline	6493-05-6	approved,investigational,
DB00807	Proparacaine	499-67-2	approved,vet_approved,
DB00808	Indapamide	26807-65-8	approved,
DB00809	Tropicamide	1508-75-4	approved,investigational,
DB00810	Biperiden	514-65-8	approved,investigational,
DB00811	Ribavirin	36791-04-5	approved,
DB00812	Phenylbutazone	50-33-9	approved,vet_approved,
DB00813	Fentanyl	437-38-7	approved,illicit,investigational,vet_approved,
DB00814	Meloxicam	71125-38-7	approved,vet_approved,
DB00815	Sodium lauryl sulfate	151-21-3	approved,
DB00816	Orciprenaline	586-06-1	approved,
DB00817	Rosoxacin	40034-42-2	approved,investigational,
DB00818	Propofol	2078-54-8	approved,investigational,vet_approved,
DB00819	Acetazolamide	59-66-5	approved,vet_approved,
DB00820	Tadalafil	171596-29-5	approved,investigational,
DB00821	Carprofen	53716-49-7	approved,vet_approved,withdrawn,
DB00822	Disulfiram	97-77-8	approved,
DB00823	Ethynodiol diacetate	297-76-7	approved,
DB00824	Enprofylline	41078-02-8	approved,investigational,
DB00825	Menthol	2216-51-5	approved,
DB00826	Natamycin	7681-93-8	approved,
DB00827	Cinoxacin	28657-80-9	approved,investigational,withdrawn,
DB00828	Fosfomycin	23155-02-4	approved,
DB00829	Diazepam	439-14-5	approved,illicit,investigational,vet_approved,
DB00830	Phenmetrazine	134-49-6	approved,illicit,
DB00831	Trifluoperazine	117-89-5	approved,investigational,
DB00832	Phensuximide	86-34-0	approved,
DB00833	Cefaclor	53994-73-3	approved,
DB00834	Mifepristone	84371-65-3	approved,investigational,
DB00835	Brompheniramine	86-22-6	approved,
DB00836	Loperamide	53179-11-6	approved,
DB00837	Progabide	62666-20-0	approved,investigational,
DB00838	Clocortolone	4828-27-7	approved,
DB00839	Tolazamide	1156-19-0	approved,investigational,
DB00840	Hydroxypropyl cellulose	9004-64-2	approved,
DB00841	Dobutamine	34368-04-2	approved,
DB00842	Oxazepam	604-75-1	approved,
DB00843	Donepezil	120014-06-4	approved,
DB00844	Nalbuphine	20594-83-6	approved,
DB00845	Clofazimine	2030-63-9	approved,investigational,
DB00846	Flurandrenolide	1524-88-5	approved,
DB00847	Cysteamine	60-23-1	approved,investigational,
DB00848	Levamisole	14769-73-4	approved,investigational,vet_approved,withdrawn,
DB00849	Methylphenobarbital	115-38-8	approved,
DB00850	Perphenazine	58-39-9	approved,
DB00851	Dacarbazine	4342-03-4	approved,investigational,
DB00852	Pseudoephedrine	90-82-4	approved,
DB00853	Temozolomide	85622-93-1	approved,investigational,
DB00854	Levorphanol	77-07-6	approved,
DB00855	Aminolevulinic acid	106-60-5	approved,
DB00856	Chlorphenesin	104-29-0	approved,vet_approved,withdrawn,
DB00857	Terbinafine	91161-71-6	approved,investigational,vet_approved,
DB00858	Drostanolone	58-19-5	approved,illicit,
DB00859	Penicillamine	52-67-5	approved,
DB00860	Prednisolone	50-24-8	approved,vet_approved,
DB00861	Diflunisal	22494-42-4	approved,investigational,
DB00862	Vardenafil	224785-90-4	approved,
DB00863	Ranitidine	66357-35-5	approved,
DB00864	Tacrolimus	104987-11-3	approved,investigational,
DB00865	Benzphetamine	156-08-1	approved,illicit,
DB00866	Alprenolol	13655-52-2	approved,withdrawn,
DB00867	Ritodrine	26652-09-5	approved,investigational,
DB00868	Benzonatate	104-31-4	approved,
DB00869	Dorzolamide	120279-96-1	approved,
DB00870	Suprofen	40828-46-4	approved,withdrawn,
DB00871	Terbutaline	23031-25-6	approved,
DB00872	Conivaptan	210101-16-9	approved,investigational,
DB00873	Loteprednol	129260-79-3	approved,
DB00874	Guaifenesin	93-14-1	approved,investigational,vet_approved,
DB00875	Flupentixol	2709-56-0	approved,investigational,withdrawn,
DB00876	Eprosartan	133040-01-4	approved,
DB00877	Sirolimus	53123-88-9	approved,investigational,
DB00878	Chlorhexidine	55-56-1	approved,vet_approved,
DB00879	Emtricitabine	143491-57-0	approved,investigational,
DB00880	Chlorothiazide	58-94-6	approved,vet_approved,
DB00881	Quinapril	85441-61-8	approved,investigational,
DB00882	Clomifene	911-45-5	approved,investigational,
DB00883	Isosorbide Dinitrate	87-33-2	approved,investigational,
DB00884	Risedronate	105462-24-6	approved,investigational,
DB00885	Pemirolast	69372-19-6	approved,investigational,
DB00886	Omapatrilat	167305-00-2	investigational,
DB00887	Bumetanide	28395-03-1	approved,
DB00888	Mechlorethamine	51-75-2	approved,investigational,
DB00889	Granisetron	109889-09-0	approved,investigational,
DB00890	Dienestrol	13029-44-2	approved,investigational,
DB00891	Sulfapyridine	144-83-2	approved,
DB00892	Oxybuprocaine	99-43-4	approved,investigational,
DB00893	Iron Dextran	9004-66-4	approved,vet_approved,
DB00894	Testolactone	968-93-4	approved,investigational,
DB00895	Benzylpenicilloyl Polylysine	31855-75-1	approved,
DB00896	Rimexolone	49697-38-3	approved,
DB00897	Triazolam	28911-01-5	approved,investigational,
DB00898	Ethanol	64-17-5	approved,
DB00899	Remifentanil	132875-61-7	approved,
DB00900	Didanosine	69655-05-6	approved,
DB00901	Bitolterol	30392-40-6	withdrawn,
DB00902	Methdilazine	1982-37-2	approved,
DB00903	Etacrynic acid	58-54-8	approved,investigational,
DB00904	Ondansetron	99614-02-5	approved,
DB00905	Bimatoprost	155206-00-1	approved,investigational,
DB00906	Tiagabine	115103-54-3	approved,investigational,
DB00907	Cocaine	50-36-2	approved,illicit,
DB00908	Quinidine	56-54-2	approved,investigational,
DB00909	Zonisamide	68291-97-4	approved,investigational,
DB00910	Paricalcitol	131918-61-1	approved,investigational,
DB00911	Tinidazole	19387-91-8	approved,investigational,
DB00912	Repaglinide	135062-02-1	approved,investigational,
DB00913	Anileridine	144-14-9	approved,illicit,
DB00914	Phenformin	114-86-3	approved,investigational,withdrawn,
DB00915	Amantadine	768-94-5	approved,
DB00916	Metronidazole	443-48-1	approved,
DB00917	Dinoprostone	363-24-6	approved,
DB00918	Almotriptan	154323-57-6	approved,investigational,
DB00919	Spectinomycin	1695-77-8	approved,investigational,vet_approved,
DB00920	Ketotifen	34580-13-7	approved,
DB00921	Buprenorphine	52485-79-7	approved,illicit,investigational,vet_approved,
DB00922	Levosimendan	141505-33-1	approved,investigational,
DB00923	Ceforanide	60925-61-3	approved,
DB00924	Cyclobenzaprine	303-53-7	approved,
DB00925	Phenoxybenzamine	59-96-1	approved,
DB00926	Etretinate	54350-48-0	withdrawn,
DB00927	Famotidine	76824-35-6	approved,
DB00928	Azacitidine	320-67-2	approved,investigational,
DB00929	Misoprostol	59122-46-2	approved,
DB00930	Colesevelam	182815-43-6	approved,
DB00931	Methacycline	914-00-1	approved,investigational,
DB00932	Tipranavir	174484-41-4	approved,investigational,
DB00933	Mesoridazine	5588-33-0	approved,investigational,
DB00934	Maprotiline	10262-69-8	approved,investigational,
DB00935	Oxymetazoline	1491-59-4	approved,investigational,
DB00936	Salicylic acid	69-72-7	approved,investigational,vet_approved,
DB00937	Diethylpropion	90-84-6	approved,illicit,
DB00938	Salmeterol	89365-50-4	approved,
DB00939	Meclofenamic acid	644-62-2	approved,vet_approved,
DB00940	Methantheline	5818-17-7	approved,investigational,
DB00941	Hexafluronium	4844-10-4	approved,
DB00942	Cycrimine	77-39-4	approved,
DB00943	Zalcitabine	7481-89-2	approved,investigational,
DB00944	Demecarium		approved,
DB00945	Acetylsalicylic acid	50-78-2	approved,vet_approved,
DB00946	Phenprocoumon	435-97-2	approved,investigational,
DB00947	Fulvestrant	129453-61-8	approved,investigational,
DB00948	Mezlocillin	51481-65-3	approved,investigational,
DB00949	Felbamate	25451-15-4	approved,
DB00950	Fexofenadine	83799-24-0	approved,investigational,
DB00951	Isoniazid	54-85-3	approved,investigational,
DB00952	Naratriptan	121679-13-8	approved,investigational,
DB00953	Rizatriptan	144034-80-0	approved,
DB00954	Dirithromycin	62013-04-1	approved,investigational,
DB00955	Netilmicin	56391-56-1	approved,investigational,
DB00956	Hydrocodone	125-29-1	approved,illicit,
DB00957	Norgestimate	35189-28-7	approved,investigational,
DB00958	Carboplatin	41575-94-4	approved,
DB00959	Methylprednisolone	83-43-2	approved,vet_approved,
DB00960	Pindolol	13523-86-9	approved,investigational,
DB00961	Mepivacaine	96-88-8	approved,vet_approved,
DB00962	Zaleplon	151319-34-5	approved,illicit,investigational,
DB00963	Bromfenac	91714-94-2	approved,
DB00964	Apraclonidine	66711-21-5	approved,
DB00965	Ethiodized oil	8008-53-5	approved,investigational,
DB00966	Telmisartan	144701-48-4	approved,investigational,
DB00967	Desloratadine	100643-71-8	approved,investigational,
DB00968	Methyldopa	555-30-6	approved,
DB00969	Alosetron	122852-42-0	approved,withdrawn,
DB00970	Dactinomycin	50-76-0	approved,investigational,
DB00971	Selenium Sulfide	7488-56-4	approved,
DB00972	Azelastine	58581-89-8	approved,
DB00973	Ezetimibe	163222-33-1	approved,
DB00974	Edetic Acid	60-00-4	approved,vet_approved,
DB00975	Dipyridamole	58-32-2	approved,
DB00976	Telithromycin	191114-48-4	approved,
DB00977	Ethinyl Estradiol	57-63-6	approved,
DB00978	Lomefloxacin	98079-51-7	approved,investigational,
